Protein,Importance
Q9BZR6_RTN4R,5.879345603271999e-05
P12270_TPR,5.7391648525628266e-05
P50990_CCT8,5.521472392638034e-05
Q9BQE3_TUBA1C,3.828917025627649e-05
Q9HCU4_CELSR2,3.817314246762109e-05
Q13103_SPP2,2.355828220858895e-05
Q9HCD6_TANC2,2.2085889570552206e-05
O75915_ARL6IP5,2.0449897750511246e-05
Q99969_RARRES2,6.492031031908945e-07
Q9NZN3_EHD3,0.0
Q9NY46_SCN3A,0.0
Q9NW13_RBM28,0.0
Q9HDC9_APMAP,0.0
Q9H299_SH3BGRL3,0.0
Q99996_AKAP9,0.0
Q96SB4_SRPK1,0.0
Q96GX9_APIP,0.0
Q96EI5_TCEAL4,0.0
Q96BY7_ATG2B,0.0
Q93088_BHMT,0.0
Q8N3K9_CMYA5,0.0
Q6UXB8_PI16,0.0
Q6K0P9_PYHIN1,0.0
Q562R1_ACTBL2,0.0
Q15691_MAPRE1,0.0
Q15459_SF3A1,0.0
Q14683_SMC1A,0.0
Q13642_FHL1,0.0
P68104_EEF1A1,0.0
P63241_EIF5A,0.0
P62979_RPS27A,0.0
P62873_GNB1,0.0
P61586_RHOA,0.0
P61158_ACTR3,0.0
P60842_EIF4A1,0.0
P55263_ADK,0.0
P55209_NAP1L1,0.0
P51530_DNA2,0.0
P50991_CCT4,0.0
P48741_HSPA7,0.0
P46013_MKI67,0.0
P29350_PTPN6,0.0
P27105_STOM,0.0
P24592_IGFBP6,0.0
P21796_VDAC1,0.0
P14618_PKM,0.0
P13591_NCAM1,0.0
P13224_GP1BB,0.0
P12931_SRC,0.0
P0DMV8_HSPA1A,0.0
P08514_ITGA2B,0.0
P01833_PIGR,0.0
P01824_IGHV4.39,0.0
P01768_IGHV3.30,0.0
P01137_TGFB1,0.0
P00740_F9,0.0
O75460_ERN1,0.0
O43707_ACTN4,0.0
O15145_ARPC3,0.0
A0A0C4DH34_IGHV4.28,0.0
A0A075B6I0_IGLV8.61,0.0
